Level,Time Between Balloons,Time To Orient,Fixation Time, Fixation Loss, Times Played
,0,0.01680613,0.1503,,
,0,0.01632738,0.4842997,,
,0,0.0166502,0.1670003,,
,0,0.0169878,0.1670003,,
,0,0.0160675,0.1336002,,
,0,0.0170598,0.1169,,
,0,0.0160675,0.1503,,
,0,0.01697969,0.1335998,,
,0.01669979,0.01615429,0.03340006,,
,0.01669979,0.01682091,0.05010033,,
,0.01669979,0.01631308,0.1336002,,
,0.01669979,0.01656628,0.1670003,,
,0.01669979,0.01711416,0.1503,,
,0.01669979,0.01601982,0.05009985,,
,0,0.01697588,0.4675999,,
,0,0.01615667,0.01670027,,
,0,0.01685381,0.06680012,,
,0,0.0162797,0.2838998,,
,0.01670027,0.01672268,0.3841,,
,0,0.01641083,0.06680012,,
,0,0.01661873,0.6513,,
,0,0.0165143,0.05010033,,
,0,0.0165658,0.03340006,,
,0,0.01656675,0.3340001,,
,0,0.01656675,0.03340006,,
,0.01669979,0.01656723,0.1169,,
,0.01669979,0.01656628,0.03340006,,
,0.01669979,0.01674604,0.3006001,,
,0.01669979,0.01638794,0.1169,,
,0.01669979,0.0169034,0.3173003,,
,0.01669979,0.01622915,0.3674002,,
,0.03339958,0.01679468,0.1503,,
,0.03339958,0.01698494,0.2171001,,
,0,0.01607561,0.1669998,,
,0,0.016994,0.2505002,,
,0,0.01601839,0.1669998,,
,0,0.01700592,0.2504997,,
,0,0.01609278,0.1669998,,
,0,0.01656723,0.3006001,,
,0,0.01656628,0.3340001,,
,0,0.01679134,0.2003999,,
,0,0.01634264,0.08349991,,
,0,0.01669025,0.03340006,,
,0,0.0164423,0.3841,,
,0,0.01658297,0.03339958,,
,0,0.01655102,0.3006001,,
,0,0.01657534,0.03340006,,
,0,0.01700735,0.4175,,
,0,0.0169096,0.4509001,,
,0,0.01577473,0.03340006,,
,0.01669979,0.0165658,0.06679964,,
,0.01669979,0.01675415,0.5010004,,
,0.03340006,0.01637936,0.1169004,,
,0.03340006,0.0166378,0.4843001,,
,0,0.01649475,0.03340054,,
,0.01670027,0.01681328,0.4843001,,
,0.01669979,0.01632071,0.01669979,,
,0.01669979,0.01668978,0.03339958,,
,0,0.01708221,0.2671995,,
,0,0.01600218,0.2004004,,
,0,0.01711178,0.3340001,,
,0.01669979,0.01594925,0.1336002,,
,0,0.01656437,0.05010033,,
,0,0.01714325,0.03339958,,
,0,0.01599121,0.4341998,,
,0,0.0170207,0.03339958,,
,0,0.01611185,0.2003994,,
,0,0.01692152,0.05009937,,
,0,0.01621246,0.03340054,,
,0,0.01657009,0.03340054,,
,0,0.01656246,0.01669979,,
,0.03339958,0.01683807,0.01669979,,
,0,0.01629543,0.01669979,,
,0.01669979,0.01668978,0.03339958,,
,0,0.01644468,0.4843006,,
,0,0.01657915,0.03340054,,
,0,0.0165534,0.03340054,,
,0.01670074,0.01674318,0.03340054,,
,0.01670074,0.01638985,0.01669979,,
,0.01670074,0.01671886,0.4175005,,
,0.01670074,0.01641464,0.4676003,,
,0,0.01656723,0.3841,,
,0.01669979,0.01656675,0.4007998,,
,0.01669979,0.01656628,0.4509001,,
,0.01669979,0.01688147,0.2004004,,
,0,0.01688147,0.4342003,,
,0.01669979,0.01602125,0.3674002,,
,0.03339958,0.01711273,0.03340054,,
,0,0.01594639,0.3673992,,
,0.03340054,0.01655626,0.4843006,,
,0.1001997,0.01656771,0.4675999,,
,0.01669979,0.01697302,0.05010033,,
,0.05009937,0.01703882,0.1669998,,
,0,0.01568747,0.06680012,,
,0,0.01656675,0.2672005,,
,0,0.01672983,0.2671995,,
,0,0.01640272,0.2839003,,
,0.01670074,0.01671934,0.1168995,,
,0,0.01641417,0.1001997,,
,0.05010033,0.01670647,0.2839003,,
,0,0.01702547,0.3173008,,
,0.03339958,0.01596928,0.1503,,
,0.03339958,0.01689386,0.1837006,,
,0.05010033,0.01623917,0.1169004,,
,0.05010033,0.01674461,0.3674002,,
,0.05010033,0.01638699,0.1669998,,
,0.05010033,0.0166893,0.2838993,,
,0.05010033,0.01704788,0.1669998,,
,0.05010033,0.01601315,0.2170992,,
,0.08349991,0.01712894,0.2170992,,
,0.08349991,0.01595497,0.2839003,,
,0.08349991,0.01689053,0.2171001,,
,0.08349991,0.0170536,0.2504997,,
,0.08349991,0.01708031,0.2671995,,
,0.08349991,0.01694393,0.06680012,,
,0.08349991,0.01619053,0.2671995,,
,0,0.01687241,0.2671995,,
,0.01669979,0.0162611,0.2839003,,
,0,0.01691055,0.08349991,,
,0,0.01622391,0.2839003,,
,0,0.01656532,0.1503,,
,0,0.01712036,0.2671995,,
,0,0.01601315,0.1168995,,
,0,0.01711464,0.06680012,,
,0,0.01601887,0.08349991,,
,0,0.01696587,0.06680012,,
,0,0.01616764,0.1001997,,
,0,0.01656628,0.1503,,
,0,0.01656628,0.2672005,,
,0,0.01676178,0.2672005,,
,0,0.01696873,0.1503,,
,0,0.01599789,0.08349991,,
,0,0.01653862,0.1336002,,
,0,0.01656723,0.2671995,,
,0,0.01656628,0.1503,,
,0,0.01657963,0.1670008,,
,0,0.01696873,0.1169004,,
,0,0.01615143,0.2672005,,
,0,0.01656723,0.2504997,,
,0,0.01656628,0.1836996,,
,0,0.0166769,0.2839003,,
,0,0.01698399,0.2003994,,
,0,0.01651764,0.1002007,,
,0.01669979,0.0169754,0.1168995,,
,0,0.01599789,0.2671995,,
,0,0.01624775,0.03339958,,
,0.01669979,0.01675701,0.08349991,,
,0,0.01638222,0.2672005,,
,0,0.01673126,0.2004004,,
,0.01669979,0.01639652,0.2672005,,
,0.03339958,0.01656818,0.1336002,,
,0,0.01691818,0.03340054,,
,0.03340054,0.01621342,0.3006001,,
,0,0.01680088,0.1503,,
,0,0.01700974,0.05009937,,
,0,0.01600933,0.03339958,,
,0,0.01696587,0.06679916,,
,0,0.01604939,0.1002007,,
,0,0.01694298,0.1002007,,
,0,0.01618958,0.05010033,,
,0,0.01678562,0.1001997,,
,0,0.01634693,0.03340054,,
,0,0.01673889,0.05010033,,
,0,0.01639462,0.05010033,,
,0.01669979,0.01657677,0.05010033,,
,0.01669979,0.01699448,0.05010033,,
,0,0.01612854,0.05010033,,
,0,0.01688671,0.01669979,,
,0,0.0162468,0.05010033,,
,0,0.01656723,0.1001997,,
,0,0.01714993,0.1168995,,
,0,0.0159893,0.05009937,,
,0,0.01699638,0.1168995,,
,0,0.01613045,0.05010033,,
,0,0.0168438,0.06680012,,
,0,0.01628971,0.06680012,,
,0,0.0166893,0.03339958,,
,0,0.01698971,0.1168995,,
,0,0.01602173,0.1168995,,
,0,0.01695633,0.05009937,,
,0,0.01701641,0.1002007,,
,0,0.01598263,0.08349991,,
,0,0.01630974,0.1503,,
,0,0.01667595,0.03340054,,
,0,0.01665688,0.1169004,,
,0,0.01636791,0.1836996,,
,0,0.01661777,0.03340054,,
,0,0.01698875,0.03340054,,
,0,0.01609516,0.2003994,,
,0,0.01688194,0.2170992,,
,0,0.01699352,0.1503,,
,0.05009937,0.01598835,0.2003994,,
,0.05009937,0.01640129,0.03340054,,
,0.06679916,0.01657772,0.2171001,,
,0.06679916,0.01655483,0.1336002,,
,0.06679916,0.01656723,0.2337999,,
,0,0.01684856,0.1336002,,
,0,0.01628494,0.2171001,,
,0,0.01671886,0.05010033,,
,0,0.01641369,0.1503,,
,0,0.01656723,0.08349991,,
,0,0.01698589,0.08349991,,
,0.01669979,0.01614761,0.03339958,,
,0.01669979,0.01684475,0.3006001,,
,0.03339958,0.01628876,0.1837006,,
,0.03339958,0.01669693,0.3507004,,
,0.03339958,0.01643562,0.3339996,,
,0.01669979,0.01656818,0.4174995,,
,0,0.01657486,0.1001997,,
,0,0.01737309,0.1336002,,
,0,0.01574993,0.06680012,,
,0,0.01723766,0.03340054,,
,0,0.0158968,0.1503,,
,0,0.01656628,0.03339958,,
,0,0.01656818,0.1669998,,
,0.01669979,0.01656532,0.1336002,,
,0.01669979,0.01656628,0.2170992,,
,0.01669979,0.01684284,0.08349991,,
,0.05010033,0.01692295,0.1002007,,
,0.05010033,0.01693058,0.1002007,,
,0.05010033,0.01656723,0.2171001,,
,0,0.01656818,0.1169004,,
,0,0.01688862,0.06680012,,
,0,0.01624393,0.05010033,,
,0,0.01673985,0.1001997,,
,0,0.01639271,0.1168995,,
,0,0.0165863,0.1503,,
,0,0.0165472,0.1336002,,
,0,0.01678085,0.2004004,,
,0.01670074,0.01656818,0.03340054,,
,0.01670074,0.01703262,0.2672005,,
,0.01670074,0.01610184,0.2839003,,
,0,0.01689911,0.3006001,,
,0,0.01623344,0.3006001,,
,0,0.0167551,0.3006001,,
,0,0.01637745,0.3006001,,
,0,0.01660156,0.03340054,,
,0,0.0165329,0.05010033,,
,0,0.01730728,0.03340054,,
,0,0.01656723,0.03340054,,
,0,0.01656818,0.06680012,,
,0,0.01656628,0.08349991,,
,0,0.01656628,0.08349991,,
,0.01670074,0.01656628,0.08349991,,
,0.01670074,0.01656628,0.1001997,,
,0.01670074,0.01656818,0.1001997,,
,0.01670074,0.01656532,0.1001997,,
,0.01670074,0.01814556,0.1001997,,
,0,0.01739979,0.05009937,,
,0,0.01664257,0.1168995,,
,0,0.01698208,0.1503,,
,0,0.01607704,0.4342003,,
,0,0.01691055,0.01669979,,
,0,0.016222,0.4174995,,
,0,0.0167551,0.2838993,,
,0,0.01637745,0.08349991,,
,0.01669979,0.01861858,0.2338009,,
,0,0.01774216,0.1002007,,
,0.01669979,0.01656723,0.2337999,,
,0.01669979,0.01663971,0.3507004,,
,0.01669979,0.01649284,0.1169004,,
,0.01669979,0.01656723,0.3674002,,
,0.01669979,0.01656723,0.1336002,,
,0.01669979,0.01733112,0.1669998,,
,0.01669979,0.01580048,0.03339958,,
,0.01669979,0.01847935,0.1503,,
,0.01670074,0.01826,0.1669998,,
,0.01670074,0.01656818,0.1168995,,
,0.01670074,0.01683426,0.03339958,,
,0.01670074,0.01629734,0.1836996,,
,0.03340054,0.01669121,0.1168995,,
,0,0.01644135,0.01669979,,
,0,0.01656818,0.2003994,,
,0,0.01695442,0.08349991,,
,0,0.01885414,0.06679916,,
,0,0.01797676,0.2839003,,
,0,0.01656818,0.2839003,,
,0,0.01657391,0.2839003,,
,0,0.01655865,0.03339958,,
,0,0.01742268,0.2337999,,
,0,0.01570988,0.06680012,,
,0,0.01656818,0.06680012,,
,0,0.01656532,0.06680012,,
,0,0.01981163,0.06680012,,
,0.01670074,0.01918221,0.1001997,,
,0.01670074,0.01656723,0.1169004,,
,0.01670074,0.01656628,0.08349991,,
,0.01670074,0.01656628,0.1335993,,
,0.01670074,0.01656628,0.1335993,,
,0.01670074,0.01656723,0.05010033,,
,0,0.01656628,0.1001997,,
,0,0.01659107,0.08349991,,
,0,0.02038383,0.1669998,,
,0,0.01889706,0.1836996,,
,0,0.01656723,0.1503,,
,0,0.01656532,0.05010033,,
,0.01670074,0.01667786,0.2004004,,
,0.01670074,0.01657581,0.06680012,,
,0.03340054,0.01668262,0.2004004,,
,0,0.0166378,0.2004004,,
,0,0.01726055,0.1836996,,
,0,0.01997662,0.2171001,,
,0,0.0198431,0.03339958,,
,0,0.01736355,0.1001997,,
,0,0.01764011,0.03340054,,
,0,0.01702309,0.1169004,,
,0,0.01777935,0.1001997,,
,0.01669979,0.01706123,0.03340054,,
,0.01669979,0.01771069,0.1503,,
,0.01669979,0.01782894,0.1669998,,
,0.03340054,0.02095795,0.01669979,,
,0.03340054,0.02025509,0.1503,,
,0.03340054,0.01721382,0.1168995,,
,0.03340054,0.01757431,0.06680012,,
,0.06680012,0.01775074,0.1503,,
,0.06680012,0.01767731,0.1503,,
,0.06680012,0.01776886,0.1335993,,
,0.08349991,0.01746368,0.1669998,,
,0.08349991,0.01807594,0.1002007,,
,0,0.02162743,0.1503,,
,0,0.02073479,0.1669998,,
,0,0.01788616,0.1336002,,
,0,0.01748753,0.1336002,,
,0,0.01905441,0.1001997,,
,0.01670074,0.01844788,0.08349991,,
,0.01670074,0.01827812,0.1001997,,
,0.01670074,0.01854038,0.1335993,,
,0,0.02148342,0.2004004,,
,0,0.02140713,0.1336002,,
,0,0.01839733,0.2004004,,
,0,0.01842785,0.1669998,,
,0,0.01859856,0.1836996,,
,0,0.0178833,0.2003994,,
,0,0.01917744,0.2004004,,
,0,0.01910686,0.1837006,,
,0,0.0230217,0.05010033,,
,0,0.02208233,0.08349991,,
,0,0.01930332,0.03339958,,
,0,0.0190258,0.06680012,,
,0,0.01880074,0.05009937,,
,0,0.01858521,0.06680012,,
,0,0.0190897,0.1168995,,
,0,0.01920605,0.1001997,,
,0,0.03020191,0.08349991,,
,0,0.02161217,0.2504997,,
,0,0.01935482,0.03339958,,
,0,0.01949215,0.2671995,,
,0,0.01874161,0.2337999,,
,0,0.01912212,0.2337999,,
,0,0.01936626,0.2672005,,
,0,0.01937771,0.2171001,,
,0,0.02272224,0.2839003,,
,0,0.02239132,0.03340054,,
,0.01669979,0.01973629,0.05010033,,
,0.01669979,0.01933575,0.2337999,,
,0.01669979,0.01919937,0.06680012,,
,0,0.01966476,0.2337999,,
,0,0.01907539,0.03339958,,
,0,0.02043819,0.2004004,,
,0,0.02371693,0.06680012,,
,0,0.02236652,0.05010033,,
,0,0.02019119,0.05009937,,
,0,0.02012539,0.2338009,,
,0,0.02039242,0.06680012,,
,0,0.01996136,0.2505007,,
,0,0.02090645,0.06680012,,
,0,0.02070236,0.1837006,,
,0,0.02395344,0.2171001,,
,0,0.02323914,0.2839003,,
,0,0.02036858,0.03339958,,
,0,0.02086163,0.1001997,,
,0,0.02039623,0.2504997,,
,0,0.0211525,0.1669998,,
,0,0.02098083,0.05010033,,
,0,0.0250845,0.01669979,,
,0,0.02483845,0.2004004,,
,0,0.02078724,0.1336002,,
,0,0.02095604,0.01669979,,
,0,0.02143574,0.2171001,,
,0,0.02122688,0.1503,,
,0,0.0217371,0.2171001,,
,0,0.04127216,0.1836996,,
,0,0.01704693,0.2337999,,
,0,0.01608849,0.05010033,,
,0,0.01700497,0.05010033,,
,0,0.01615238,0.05010033,,
,0,0.01687813,0.1836996,,
,0,0.01623058,0.2004004,,
,0.01669979,0.01679897,0.03340054,,
,0.03340054,0.01633453,0.2504997,,
,0.03340054,0.01703739,0.03339958,,
,0,0.01613617,0.2671995,,
,0,0.01672459,0.2504997,,
,0,0.01636982,0.1335993,,
,0,0.01664734,0.03339958,,
,0,0.01648521,0.03339958,,
,0,0.01656723,0.03339958,,
,0,0.01701927,0.1335993,,
,0,0.01611328,0.05010033,,
,0,0.01680088,0.3172998,,
,0,0.01699734,0.06680012,,
,0,0.0159874,0.03339958,,
,0,0.01720524,0.03339958,,
,0.01669979,0.01597118,0.03339958,,
,0.01669979,0.01698399,0.03339958,,
,0.01669979,0.01606941,0.3339996,,
,0.01669979,0.01702881,0.2504997,,
,0,0.01703072,0.03339958,,
,0,0.015975,0.2337999,,
,0.01670074,0.01618385,0.3674002,,
,0.01670074,0.01694298,0.3006001,,
,0.01670074,0.01618958,0.03339958,,
,0.01670074,0.01674652,0.03339958,,
,0,0.01699257,0.03340054,,
,0,0.0159874,0.03340054,,
,0,0.01654053,0.5009995,,
,0,0.01656723,0.5176992,,
,0.03339958,0.01710606,0.4675999,,
,0.03339958,0.01602745,0.1001997,,
,0.01669979,0.01656532,0.01669979,,
,0,0.01656723,0.01669979,,
,0,0.01656628,0.03340054,,
,0,0.01668167,0.05010033,,
,0,0.01645279,0.06680012,,
,0,0.01656723,0.06679916,,
,0,0.01702213,0.08349991,,
,0,0.01611137,0.1669998,,
,0,0.01708126,0.1336002,,
,0,0.01605225,0.1669998,,
,0,0.01656437,0.1503,,
,0,0.01656723,0.03339958,,
,0,0.01716042,0.1503,,
,0,0.01597404,0.1670008,,
,0,0.01700115,0.1837006,,
,0,0.0161314,0.03340054,,
,0,0.01677513,0.1837006,,
,0,0.01635838,0.2004004,,
,0,0.01662827,0.2004004,,
,0,0.01650429,0.2171001,,
,0,0.01656818,0.2171001,,
,0,0.01695919,0.2337999,,
,0,0.01617336,0.1503,,
,0,0.01681805,0.2171001,,
,0,0.0170393,0.2337999,,
,0.01669979,0.01610184,0.2337999,,
,0.01669979,0.01708889,0.2337999,,
,0.01669979,0.01589394,0.2337999,,
,0.01669979,0.01703167,0.2004004,,
,0,0.01605129,0.2171001,,
,0,0.01699257,0.2171001,,
,0,0.01608276,0.03339958,,
,0,0.01686096,0.2337999,,
,0,0.01627254,0.2504997,,
,0,0.01683235,0.1503,,
,0,0.01695251,0.1503,,
,0,0.01602364,0.08350086,,
,0,0.01701355,0.06680012,,
,0,0.0160265,0.05010033,,
,0,0.0170126,0.2004004,,
,0,0.01610565,0.1836996,,
,0,0.01656628,0.2171001,,
,0,0.01656628,0.1503,,
,0,0.01677227,0.03339958,,
,0.01670074,0.01636314,0.2337999,,
,0,0.01661205,0.2337999,,
,0,0.01651955,0.1837006,,
,0,0.0175848,0.02161121,,
,0,0.01598072,0.07171154,,
,0,0.01613331,0.07171154,,
,0,0.01684284,0.02161121,,
,0,0.01629162,0.1051111,,
,0,0.01676273,0.1051111,,
,0,0.01637077,0.07171154,,
,0,0.01663208,0.1719112,,
,0,0.01650143,0.1719112,,
,0,0.01656723,0.1552114,,
,0.03339958,0.01656723,0.2053118,,
,0,0.01656628,0.1552114,,
,0,0.01692295,0.1051111,,
,0,0.0162096,0.02161121,,
,0,0.0167942,0.02161121,,
,0.01670074,0.0163393,0.1218119,,
,0,0.01669788,0.1552114,,
,0,0.01643467,0.1218119,,
,0,0.01662922,0.03831196,,
,,0.01650333,,,
,,0.01656818,,,
,,0.0169878,,,
,,0.01614571,,,
,,0.01683521,,,
,,0.01629639,,,
,,0.01692104,,,
,,0.01622009,,,
,,0.01704693,,,
,,0.01699543,,,
,,0.0159626,,,
,,0.01702976,,,
,,0.01600552,,,
,,0.01700401,,,
,,0.01591492,,,
,,0.01724529,,,
,,0.01593208,,,

