Level,Time Between Balloons,Time To Orient,Fixation Time, Fixation Loss, Times Played
1,0.0167,0.9466324,2.034855,,
,5.9118,2.584778,1.733812,,
,4.611744,3.613884,1.219101,,
,4.294888,1.673231,0.4342003,,
,0.2504997,,0.1137047,,
,0.1669998,,1.745937,,
,0.8715954,,,,

