Level,Time Between Balloons,Time To Orient,Fixation Time, Fixation Loss, Times Played
,0.01670027,0.01666689,0.03340006,,
,0.01670027,0.01646662,0.03340006,,
,0.01670027,0.01656723,0.04673529,,
,0.01670027,0.0165658,0.06361341,,
,0,0.01656771,0.05009985,,
,0,0.01656628,0.05009985,,
,0,0.01656723,0.03339958,,
,0.01669979,0.01656628,0.03339958,,
,0.01669979,0.01731586,0.03339958,,
,0.01669979,0.01599979,0.05009985,,
,0.01669979,0.01638365,0.05009985,,
,0.01669979,0.01668739,0.03340006,,
,0.03340006,0.01644564,0.06680012,,
,0.03340006,0.01659966,0.3307509,,
,0.03340006,0.01705837,0.05010033,,
,0.03340006,0.01604271,0.3301768,,
,0.003364563,0.01689959,0.2672,,
,0,0.01701546,0.03340006,,
,0.01669979,0.01603079,0.1169,,
,0.01669979,0.01632166,0.03340006,,
,0,0.016644,0.04609346,,
,0,0.0170145,0.06679964,,
,0,0.01604033,0.08349991,,
,0,0.0168972,0.1001997,,
,0,0.01623678,0.02856922,,
,0,0.0165658,0.09510183,,
,0,0.0165658,0.161902,,
,0,0.01662207,0.08350039,,
,0,0.01651239,0.1503,,
,0,0.01670361,0.1669998,,
,0,0.01690245,0.1669998,,
,0,0.01609421,0.06130219,,
,0,0.01656675,0.2171001,,
,0,0.01657295,0.2003999,,
,0,0.01677179,0.1001997,,
,0,0.01699829,0.2282276,,
,0.004830837,0.01592302,0.1503,,
,0.004830837,0.01656723,0.1002002,,
,0.02153063,0.01656771,0.1837001,,
,0,0.01696301,0.2619653,,
,0,0.01616955,0.2003999,,
,0,0.01682138,0.05010033,,
,0,0.01698256,0.1336002,,
,0,0.01589632,0.3441062,,
,0.0386343,0.01656532,0.3172998,,
,0,0.01671696,0.3428755,,
,0.01669979,0.01699781,0.3424692,,
,0.03340054,0.01603508,0.2838993,,
,0.03339958,0.01651621,0.2505007,,
,0.0232935,0.01656866,0.1001997,,
,0.03999424,0.0165658,0.2004004,,
,0.01669979,0.01656914,0.1669998,,
,0.007823944,0.01656389,0.2171001,,
,0.02452469,0.01656675,0.03340054,,
,0.02452469,0.01656675,0.2171001,,
,0.04122448,0.01730919,0.2337999,,
,0.008231163,0.01582384,0.3006001,,
,0.01669979,0.01718664,0.2505007,,
,0.01669979,0.01608992,0.3233557,,
,0,0.0164237,0.01669979,,
,0,0.01671124,0.2839003,,
,0.03340054,0.01688671,0.08349991,,
,0.05010033,0.01610279,0.1168995,,
,0.01669979,0.01656532,0.1336002,,
,0,0.01657057,0.1503,,
,0,0.01656342,0.1503,,
,0,0.0165658,0.03340054,,
,0,0.01665545,0.3172998,,
,0,0.01647806,0.2838993,,
,0,0.01656914,0.3006001,,
,0,0.01656437,0.08349991,,
,0,0.01656675,0.2838993,,
,0.01064396,0.01687813,0.3005991,,
,0.01064396,0.01625538,0.3172998,,
,0.01669979,0.01677036,0.03340054,,
,0,0.01701164,0.3339996,,
,0.01669979,0.01612568,0.3339996,,
,0.01669979,0.01635838,0.2839003,,
,0.01669979,0.01656771,0.03340054,,
,0.03339958,0.01699066,0.3199654,,
,0,0.01614189,0.2504997,,
,0,0.01690388,0.3201704,,
,0.01669979,0.01623011,0.03340054,,
,0.01669979,0.01673651,0.03339958,,
,0.01669979,0.01639605,0.03339958,,
,0,0.01670599,0.03340054,,
,0,0.01642752,0.1336002,,
,0,0.01656675,0.06680012,,
,0.01669979,0.01656628,0.06679916,,
,0,0.01743507,0.03339958,,
,0.01670074,0.01602411,0.03339958,,
,0,0.01743603,0.03339958,,
,0,0.01656914,0.03340054,,
,0,0.01702738,0.3351974,,
,0,0.01610518,0.01669979,,
,0.01669979,0.01656628,0.08349991,,
,0.01669979,0.01656628,0.01669979,,
,0,0.01675797,0.2337999,,
,0,0.01637554,0.1503,,
,0,0.01662636,0.2004004,,
,0,0.01650715,0.01669979,,
,0,0.01656723,0.01669979,,
,0.03339958,0.01689339,0.03339958,,
,0.03339958,0.01623917,0.03339958,,
,0.03340054,0.01685905,0.3326645,,
,0.03340054,0.01627445,0.3328171,,
,0.001336098,0.01685143,0.03339958,,
,0.001336098,0.01708889,0.1307993,,
,0.01669979,0.01593876,0.05009937,,
,0.01669979,0.01702881,0.1974649,,
,0.01669979,0.01597786,0.06679916,,
,0.01669979,0.01707649,0.05010033,,
,0.01669979,0.01614761,0.05010033,,
,0.03340054,0.01694012,0.2171001,,
,0.06680012,0.01612759,0.1837006,,
,0.1002007,0.01669693,0.03340054,,
,0.1002007,0.01635933,0.2672005,,
,0.1336002,0.01663685,0.2672005,,
,0,0.0164957,0.2672005,,
,0,0.01748562,0.2672005,,
,0,0.01564789,0.08349991,,
,0.01669979,0.01656628,0.1168995,,
,0,0.01689053,0.05009937,,
,0,0.01624298,0.1336002,,
,0.01669979,0.01677608,0.08349991,,
,0.01669979,0.01697636,0.06680012,,
,0.01669979,0.01599312,0.03339958,,
,0.01669979,0.01652145,0.03339958,,
,0,0.01656723,0.06679916,,
,0,0.01656532,0.05009937,,
,0,0.01656723,0.1168995,,
,0,0.01688194,0.08349991,,
,0,0.01625156,0.08349991,,
,0,0.0167408,0.01670074,,
,0,0.01639175,0.1169004,,
,0,0.0166254,0.06680012,,
,0,0.01698017,0.1001997,,
,0,0.01609516,0.1168995,,
,0,0.01691246,0.1335993,,
,0,0.01663017,0.1168995,,
,0,0.01615715,0.1503,,
,0,0.01694965,0.1503,,
,0,0.01706409,0.1669998,,
,0,0.0160017,0.1670008,,
,0,0.01625156,0.1837006,,
,0,0.01656628,0.1837006,,
,0,0.01656628,0.1669998,,
,0,0.01680374,0.1837006,,
,0,0.01703072,0.1837006,,
,0,0.01599312,0.03340054,,
,0,0.0170145,0.05010033,,
,0,0.01599598,0.2171001,,
,0.01670074,0.01701736,0.2003994,,
,0,0.01703453,0.1503,,
,0,0.01601219,0.2171001,,
,0.01669979,0.01619816,0.05010033,,
,0.01669979,0.01678371,0.1001997,,
,0.01669979,0.01698589,0.03339958,,
,0,0.01599789,0.03339958,,
,0,0.01649952,0.08349991,,
,0,0.01656723,0.05010033,,
,0,0.01690483,0.1670008,,
,0,0.01622772,0.06680012,,
,0,0.01657295,0.2004004,,
,0,0.01728725,0.03340054,,
,0,0.01596928,0.03340054,,
,0,0.01643753,0.03340054,,
,0.01669979,0.01656818,0.01669979,,
,0.01669979,0.01696587,0.1438456,,
,0,0.01616573,0.2337999,,
,0,0.01656628,0.2003994,,
,0,0.01656628,0.03339958,,
,0.01669979,0.01656723,0.1836996,,
,0.01669979,0.01656628,0.144598,,
,0.01669979,0.01656914,0.1612988,,
,0.01669979,0.01656437,0.2337999,,
,0.01669979,0.01656723,0.1110668,,
,0.01669979,0.01680756,0.03340054,,
,0,0.016325,0.03340054,,
,0,0.0166502,0.2504997,,
,0,0.01699448,0.03339958,,
,0.01669979,0.01605701,0.2671995,,
,0,0.01656532,0.05009937,,
,0,0.01656723,0.03339958,,
,0,0.01682091,0.05010033,,
,0,0.01631165,0.03339958,,
,0,0.01670933,0.05009937,,
,0,0.01699257,0.01669979,,
,0,0.01601887,0.2107134,,
,0,0.01698685,0.3173008,,
,0,0.01612568,0.03339958,,
,0,0.01685333,0.2838993,,
,0,0.01628113,0.03339958,,
,0,0.01670361,0.03339958,,
,0,0.01698875,0.1001997,,
,0,0.01600647,0.03340054,,
,0,0.01696968,0.08349991,,
,0.01669979,0.01616383,0.3006001,,
,0.01669979,0.01681614,0.05009937,,
,0,0.01631832,0.1837006,,
,0,0.01666927,0.03340054,,
,0,0.01646423,0.03340054,,
,0,0.01656628,0.06680012,,
,0.01669979,0.01656628,0.03339958,,
,0.01669979,0.01735973,0.2003994,,
,0.03340054,0.01577282,0.1669998,,
,0.03340054,0.01656628,0.1168995,,
,0.03340054,0.01663303,0.05009937,,
,0,0.01650238,0.03339958,,
,0.01669979,0.01656532,0.03339958,,
,0.01669979,0.02002525,0.1168995,,
,0.01669979,0.01372051,0.2505007,,
,0,0.01657104,0.03340054,,
,0,0.01656532,0.03339958,,
,0,0.01656532,0.03339958,,
,0,0.01656628,0.1955137,,
,0,0.01681805,0.06680012,,
,0,0.01631641,0.03339958,,
,0,0.01656628,0.06680012,,
,0.01669979,0.01656628,0.1470709,,
,0.01669979,0.01656723,0.1670008,,
,0,0.01693821,0.03340054,,
,0,0.01698971,0.1002007,,
,0,0.01599312,0.05010033,,
,0,0.01634407,0.2820978,,
,0,0.01656628,0.1669998,,
,0,0.01656818,0.03340054,,
,0.01669979,0.01656723,0.03340054,,
,0.01669979,0.01656628,0.03339958,,
,0,0.01656628,0.298399,,
,0,0.01675987,0.03339958,,
,0,0.01637363,0.2482052,,
,0,0.01659489,0.3484049,,
,0,0.01653862,0.05010033,,
,0,0.0173769,0.1001997,,
,0,0.01677608,0.1001997,,
,0,0.01656818,0.2672005,,
,0,0.0166893,0.06680012,,
,0,0.0164423,0.1001997,,
,0,0.01656818,0.06680012,,
,0,0.01695824,0.08107758,,
,0,0.01617432,0.06680012,,
,0,0.0168047,0.1169004,,
,0.01669979,0.01632786,0.1169004,,
,0.01669979,0.01708221,0.1169004,,
,0,0.01822853,0.06680012,,
,0,0.01731586,0.1169004,,
,0,0.01599121,0.05010033,,
,0,0.01639366,0.03340054,,
,0,0.01659298,0.03340054,,
,0,0.01654053,0.03340054,,
,0,0.01656818,0.03340054,,
,0,0.01689625,0.03339958,,
,0.01669979,0.01808262,0.03339958,,
,0.01669979,0.01681137,0.05010033,,
,0.01669979,0.01656723,0.05010033,,
,0.01669979,0.01656818,0.05010033,,
,0.01669979,0.01656532,0.05010033,,
,0.01669979,0.01656628,0.05010033,,
,0.01669979,0.01672649,0.05010033,,
,0,0.01640701,0.05010033,,
,0,0.01657867,0.06680012,,
,0,0.01835728,0.05010033,,
,0,0.01812649,0.03339958,,
,0,0.01656818,0.03339958,,
,0,0.01656532,0.03339958,,
,0,0.01656723,0.03339958,,
,0,0.01660633,0.03339958,,
,0.01669979,0.01652622,0.03340054,,
,0.01669979,0.01657295,0.08349991,,
,0.01669979,0.01687336,0.05010033,,
,0.01669979,0.01914024,0.05010033,,
,0.01669979,0.01767445,0.03339958,,
,0.01669979,0.01715088,0.1168995,,
,0,0.01599026,0.1001997,,
,0,0.01698875,0.05009937,,
,0,0.01613903,0.05009937,,
,0,0.01684093,0.03339958,,
,0,0.0169878,0.01670074,,
,0,0.01586914,0.08350086,,
,0,0.01838684,0.1169004,,
,0,0.01862144,0.06680012,,
,0,0.01708031,0.06680012,,
,0,0.0160532,0.1169004,,
,0,0.01656628,0.1169004,,
,0,0.01736164,0.08349991,,
,0,0.01577187,0.1001997,,
,0,0.01722813,0.1001997,,
,0,0.01615334,0.1001997,,
,0.01669979,0.01896763,0.1168995,,
,0.01669979,0.01799393,0.1168995,,
,0.01669979,0.01656723,0.1335993,,
,0.01669979,0.01727581,0.1335993,,
,0.01669979,0.01605892,0.1335993,,
,0,0.01691818,0.1335993,,
,0,0.01621532,0.1335993,,
,0,0.01656723,0.08349991,,
,0,0.01656628,0.08349991,,
,0,0.01904583,0.1336002,,
,0,0.01844311,0.05010033,,
,0,0.01656723,0.08349991,,
,0,0.01697445,0.1168995,,
,0,0.01656628,0.06680012,,
,0,0.01656723,0.05010033,,
,0,0.01663494,0.08349991,,
,0,0.01656723,0.08350086,,
,0,0.01656723,0.08349991,,
,0,0.01942444,0.1169004,,
,0,0.01990318,0.06680012,,
,0,0.01656723,0.1336002,,
,0,0.02373981,0.1336002,,
,0,0.01656723,0.1336002,,
,0,0.01700306,0.1503,,
,0,0.01702213,0.1503,,
,0,0.01656723,0.1168995,,
,0,0.01724339,0.1503,,
,0,0.01941586,0.03339958,,
,0,0.01853943,0.1335993,,
,0,0.01656628,0.1837006,,
,0,0.01656723,0.1669998,,
,0,0.01656628,0.1168995,,
,0,0.01659298,0.1669998,,
,0,0.01669788,0.2003994,,
,0,0.01742554,0.2003994,,
,0,0.01803017,0.2003994,,
,0,0.02054596,0.2004004,,
,0,0.01988697,0.2171001,,
,0,0.01793289,0.2004004,,
,0,0.01691532,0.03340054,,
,0.01669979,0.01729774,0.2004004,,
,0.01669979,0.01717663,0.1836996,,
,0,0.01700211,0.1336002,,
,0,0.01737595,0.1336002,,
,0,0.01827717,0.05009937,,
,0,0.02146149,0.03339958,,
,0,0.02017689,0.1836996,,
,0,0.01742363,0.1669998,,
,0,0.01759624,0.0956707,,
,0,0.0170517,0.03340054,,
,0,0.01740646,0.2004004,,
,0,0.01763821,0.2337999,,
,0,0.01752949,0.03339958,,
,0,0.01775455,0.1724482,,
,0,0.02127934,0.03339958,,
,0,0.01987553,0.1395407,,
,0.01669979,0.01750278,0.3445301,,
,0.0112524,0.01792908,0.3452549,,
,0.1276598,0.0179739,0.01669979,,
,0.1276598,0.01797771,0.08349991,,
,0.006170273,0.01797581,0.1001997,,
,0.02214527,0.01910305,0.1001997,,
,0.02214527,0.01827145,0.05009937,,
,0.02214527,0.02136421,0.06679916,,
,0.02214527,0.02087593,0.06679916,,
,0.02214527,0.01863384,0.05009937,,
,0.02214527,0.01818848,0.06679916,,
,0.02214527,0.01951218,0.03340054,,
,0,0.01980972,0.08349991,,
,0,0.01846695,0.08349991,,
,0,0.01899052,0.06680012,,
,0,0.02262592,0.06680012,,
,0,0.02206612,0.06680012,,
,0,0.01839828,0.03340054,,
,0,0.0188427,0.05010033,,
,0,0.01828575,0.05010033,,
,0,0.0186491,0.05010033,,
,0,0.01832199,0.08349991,,
,0,0.01908588,0.05010033,,
,0,0.0231514,0.05010033,,
,0,0.02239799,0.05010033,,
,0,0.01934433,0.03339958,,
,0,0.03249073,0.05009937,,
,0,0.0166626,0.06680012,,
,0,0.01701546,0.06680012,,
,0,0.01604366,0.06680012,,
,0,0.01654625,0.05010033,,
,0,0.01656628,0.06680012,,
,0,0.0168972,0.08350086,,
,0,0.01623631,0.08350086,,
,0,0.0168972,0.06680012,,
,0,0.01703453,0.05010033,,
,0,0.01602745,0.06680012,,
,0,0.01630878,0.1001997,,
,0,0.01682472,0.1001997,,
,0,0.01630783,0.1001997,,
,0,0.01690865,0.1001997,,
,0,0.01884937,0.1001997,,
,0,0.01656818,0.1168995,,
,0,0.01661205,0.05009937,,
,0,0.01705647,0.1001997,,
,0,0.01604271,0.1001997,,
,0,0.01701641,0.05010033,,
,0,0.01610565,0.03340054,,
,0,0.01688766,0.1503,,
,0,0.01696968,0.03339958,,
,0,0.016119,0.1836996,,
,0,0.01700497,0.1669998,,
,0,0.01596832,0.1836996,,
,0,0.01701641,0.1669998,,
,0,0.01600075,0.2003994,,
,0,0.01700878,0.2003994,,
,0,0.01612473,0.01669979,,
,0,0.01690102,0.2003994,,
,0,0.01698494,0.01669979,,
,0,0.01607895,0.2004004,,
,0,0.01630211,0.2004004,,
,0,0.01676941,0.2171001,,
,0,0.01636219,0.2171001,,
,0,0.01686001,0.2171001,,
,0,0.0162735,0.05010033,,
,0,0.01656628,0.03339958,,
,0,0.01656818,0.2170992,,
,0,0.01665974,0.2003994,,
,0,0.01647377,0.2171001,,
,0,0.01656723,0.1001997,,
,0,0.01656628,0.1336002,,
,0,0.01656628,0.1001997,,
,0,0.01656723,0.1335993,,
,0,0.01656628,0.03339958,,
,0,0.01679802,0.08349991,,
,0,0.01634407,0.1837006,,
,0,0.01712132,0.03340054,,
,0,0.01600361,0.03340054,,
,0,0.01696873,0.03339958,,
,0,0.01616478,0.03339958,,
,0.01669979,0.01685333,0.1669998,,
,0.01669979,0.01652718,0.03339958,,
,0,0.0170517,0.03340054,,
,0,0.01595879,0.1837006,,
,0,0.01704884,0.03340054,,
,0,0.0160141,0.03340054,,
,0,0.0170002,0.1837006,,
,0,0.01607895,0.2004004,,
,0,0.01656628,0.1669998,,
,0,0.01656628,0.1183863,,
,0,0.01673508,0.03339958,,
,0,0.01698589,0.1044979,,
,0,0.01603222,0.1211977,,
,0,0.01710701,0.2170992,,
,0,0.01603985,0.03340054,,
,0,0.01702309,0.06680012,,
,0,,0.1670008,,
,0,,0.2171001,,
,0,,0.1669998,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03339958,,
,0,,0.1168995,,
,0,,0.1836996,,
,0,,0.03339958,,
,0,,0.2671995,,
,0,,0.2337999,,
,0,,0.2004004,,
,0,,0.2337999,,
,0,,0.05010033,,
,0,,0.06680012,,
,0,,0.2170992,,
,0,,0.06680012,,
,0,,0.03340054,,
,0,,0.06680012,,
,0,,0.03339958,,
,0,,0.3006001,,
,0,,0.3301907,,
,0.01670074,,0.2505007,,
,0.01669979,,0.3006001,,
,0,,0.3161345,,
,0,,0.3161345,,
,0,,0.03223515,,
,0,,0.03223515,,
,0,,0.03223515,,
,0,,0.09903431,,
,0,,0.08233452,,
,0.01669979,,0.04893494,,
,0.01669979,,0.08233452,,
,0.01669979,,0.04893494,,
,0.01669979,,0.03223515,,
,0.01669979,,0.03223515,,
,0.01669979,,0.03223515,,
,0.003809929,,0.0155344,,
,0,,0.0155344,,
,0,,0.0155344,,

