Level,Time Between Balloons,Time To Orient,Fixation Time, Fixation Loss, Times Played
2,6.1122,1.159363,1.722746,,21
,0.4816542,1.060162,1.852212,,
,3.187054,1.093341,1.386101,,
,3.191188,1.098755,0.3598175,,
,0.06679916,0.0163784,1.81052,,
,3.197283,,0.1836987,,
,3.63368,,0.06679916,,
,0.01670074,,0.1077576,,
,0.03340149,,,,

