Level,Time Between Balloons,Time To Orient,Fixation Time, Fixation Loss, Times Played
,0,0.01656818,0.03339958,,
,0.01669979,0.01669979,0.05009937,,
,0.01669979,0.01643372,0.1168995,,
,0,0.01664448,0.06679916,,
,0,0.01706028,0.03340054,,
,0,0.01599598,0.03340054,,
,0.01670074,0.01697254,0.1002007,,
,0.01670074,0.01616001,0.08349991,,
,0,0.01682091,0.08349991,,
,0,0.01631355,0.2004004,,
,0,0.01667976,0.03339958,,
,0,0.01708889,0.03339958,,
,0,0.01593208,0.1336002,,
,0,0.01697254,0.06680012,,
,0,0.0161581,0.2003994,,
,0,0.0168438,0.03339958,,
,0,0.01700306,0.03340054,,
,0,0.01595211,0.1503,,
,0,0.01646805,0.06680012,,
,0,0.01656914,0.03339958,,
,0,0.01656437,0.1336002,,
,0,0.01656628,0.1336002,,
,0,0.01684856,0.1836996,,
,0,0.01628494,0.1836996,,
,0,0.01665688,0.1669998,,
,0,0.01699352,0.1836996,,
,0,0.01605129,0.1836996,,
,0,0.01692963,0.1669998,,
,0,0.01620293,0.1503,,
,0,0.01656628,0.1503,,
,0,0.01656628,0.2171001,,
,0,0.01665115,0.1669998,,
,0,0.01699257,0.03339958,,
,0,0.01605701,0.03339958,,
,0,0.016922,0.1669998,,
,0,0.01621056,0.1837006,,
,0,0.01678085,0.2337999,,
,0,0.01635361,0.06680012,,
,0.01670074,0.01661396,0.2171001,,
,0,0.0169878,0.2337999,,
,0.01670074,0.01609802,0.06680012,,
,0.01670074,0.01688766,0.1168995,,
,0,0.01624489,0.2505007,,
,0,0.01675987,0.03340054,,
,0,0.01637363,0.2171001,,
,0,0.01662731,0.1503,,
,0,0.01650524,0.2170992,,
,0.01669979,0.01656818,0.08349991,,
,0,0.01694679,0.2337999,,
,0,0.01618576,0.01669979,,
,0,0.01656628,0.2337999,,
,0,0.01656723,0.1336002,,
,0,0.01673317,0.2004004,,
,0,0.01639938,0.03339958,,
,0,0.01656914,0.03339958,,
,0,0.01656437,0.2838993,,
,0,0.01664734,0.2671995,,
,0,0.01648521,0.1168995,,
,0,0.01656723,0.03340054,,
,0,0.01686287,0.1336002,,
,0,0.01704216,0.2505007,,
,0.05010033,0.01599979,0.01669979,,
,0.05010033,0.01699543,0.2672005,,
,0.06680012,0.01604748,0.2839003,,
,0.06680012,0.01694393,0.03339958,,
,0,0.01607418,0.1502991,,
,0,0.01690197,0.03339958,,
,0,0.01623249,0.03340054,,
,0,0.0167675,0.05010033,,
,0,0.016366,0.2171001,,
,0,0.01660919,0.03340054,,
,0,0.01652431,0.03340054,,
,0,0.01656723,0.2504997,,
,0,0.01695442,0.03340054,,
,0,0.01617718,0.01669979,,
,0,0.01656723,0.2504997,,
,0.01669979,0.01656723,0.1503,,
,0.01669979,0.01678944,0.03339958,,
,0.03339958,0.01685143,0.03339958,,
,0.03339958,0.01605988,0.2004004,,
,0,0.01656532,0.06680012,,
,0,0.01656723,0.1001997,,
,0.01669979,0.01677036,0.3006001,,
,0.01669979,0.0170145,0.1001997,,
,0.01669979,0.01591492,0.1169004,,
,0.01669979,0.01656628,0.03339958,,
,0.01669979,0.01656723,0.01669979,,
,0.01669979,0.01656628,0.2004004,,
,0,0.01656628,0.1503,,
,0,0.0167551,0.2839003,,
,0,0.0163784,0.1669998,,
,0,0.01656818,0.05010033,,
,0,0.01656628,0.1335993,,
,0,0.01656723,0.2838993,,
,0.01669979,0.01656437,0.1335993,,
,0.03339958,0.01734161,0.1168995,,
,0.03339958,0.01599216,0.03340054,,
,0.05009937,0.01636696,0.2004004,,
,0.05009937,0.01661205,0.06680012,,
,0.05009937,0.01652145,0.1002007,,
,0.05009937,0.01656723,0.01669979,,
,0.05009937,0.01690865,0.1336002,,
,0.05009937,0.01622391,0.1169004,,
,0,0.0167532,0.03339958,,
,0.01670074,0.0164566,0.1503,,
,0.01670074,0.01656723,0.1503,,
,0.01670074,0.01656723,0.1503,,
,0,0.01656723,0.1503,,
,0,0.01679134,0.1001997,,
,0,0.01701069,0.1168995,,
,0,0.01598454,0.08349991,,
,0,0.01698971,0.1335993,,
,0,0.01605797,0.1168995,,
,0,0.01773453,0.1002007,,
,0,0.01656628,0.1002007,,
,0,0.01660061,0.1169004,,
,0,0.0169878,0.1001997,,
,0,0.01612282,0.05010033,,
,0,0.0168581,0.08349991,,
,0,0.01698589,0.01669979,,
,0,0.01599312,0.06680012,,
,0,0.01698971,0.06680012,,
,0,0.0167017,0.1001997,,
,0,0.01656723,0.05009937,,
,0,0.01656723,0.1168995,,
,0,0.01656628,0.1168995,,
,0,0.01656818,0.1002007,,
,0,0.01656532,0.1002007,,
,0,0.01656628,0.1169004,,
,0,0.01681519,0.1336002,,
,0,0.01631832,0.1001997,,
,0,0.01770878,0.1336002,,
,0,0.01668644,0.08349991,,
,0,0.01656914,0.08349991,,
,0,0.01669502,0.1001997,,
,0,0.01698589,0.06680012,,
,0,0.01601887,0.1336002,,
,0,0.01656628,0.1168995,,
,0,0.01738358,0.1335993,,
,0,0.01574898,0.1503,,
,0,0.01792717,0.03339958,,
,0,0.01724148,0.1336002,,
,0,0.01704121,0.1336002,,
,0,0.01609421,0.06680012,,
,0,0.01656532,0.1503,,
,0,0.01656628,0.1503,,
,0,0.01668262,0.1669998,,
,0,0.01698303,0.1669998,,
,0,0.01603413,0.1001997,,
,0,0.01793957,0.1336002,,
,0,0.01791859,0.1001997,,
,0,0.01656723,0.1168995,,
,0,0.01656818,0.1001997,,
,0,0.01656532,0.08349991,,
,0,0.01656723,0.1336002,,
,0,0.01675797,0.05010033,,
,0,0.01698875,0.05010033,,
,0,0.01595211,0.1336002,,
,0,0.01878548,0.1169004,,
,0,0.01892567,0.05010033,,
,0,0.01656723,0.01669979,,
,0,0.01671314,0.1335993,,
,0,0.01642036,0.1001997,,
,0,0.01656628,0.1336002,,
,0,0.0169878,0.1336002,,
,0,0.01685524,0.1002007,,
,0,0.01656723,0.1336002,,
,0,0.01955605,0.1503,,
,0,0.02410603,0.05010033,,
,0,0.01656628,0.1503,,
,0,0.01656723,0.1503,,
,0,0.01656628,0.1001997,,
,0,0.01656723,0.1669998,,
,0,0.01656723,0.08349991,,
,0.01669979,0.01664734,0.1168995,,
,0.01669979,0.01656723,0.1836996,,
,0,0.01988316,0.08349991,,
,0,0.01910686,0.1336002,,
,0,0.01656723,0.2004004,,
,0,0.01656723,0.1503,,
,0,0.03641605,0.2171001,,
,0,0.01732731,0.2004004,,
,0,0.01656723,0.1836996,,
,0,0.01727867,0.1669998,,
,0,0.01982498,0.2505007,,
,0,0.01913166,0.1837006,,
,0,0.01656723,0.05010033,,
,0,0.01699638,0.2838993,,
,0,0.0171566,0.2671995,,
,0,0.0168581,0.3006001,,
,0,0.01656628,0.03340054,,
,0,0.01669788,0.2672005,,
,0,0.01707554,0.08349991,,
,0.01670074,0.02038288,0.2672005,,
,0,0.01976395,0.1669998,,
,0,0.01740551,0.01669979,,
,0,0.01857185,0.08349991,,
,0,0.0170002,0.05010033,,
,0,0.01701641,0.03339958,,
,0,0.01797676,0.03339958,,
,0,0.01762772,0.03339958,,
,0,0.01788616,0.2504997,,
,0,0.02049065,0.1335993,,
,0,0.02015591,0.1669998,,
,0,0.01724052,0.1836996,,
,0.01669979,0.01755619,0.1503,,
,0.03339958,0.01741314,0.1836996,,
,0.03339958,0.01731968,0.1669998,,
,0.03339958,0.01756287,0.08349991,,
,0.03339958,0.01832008,0.2003994,,
,0,0.01796341,0.1836996,,
,0,0.02131844,0.06679916,,
,0.01670074,0.02066326,0.1168995,,
,0.01670074,0.01870346,0.1001997,,
,0.01670074,0.01764488,0.1001997,,
,0.01670074,0.01768875,0.1002007,,
,0.01670074,0.0179882,0.08349991,,
,0,0.01803493,0.08349991,,
,0,0.01832199,0.05010033,,
,0,0.02174377,0.08349991,,
,0,0.02094841,0.08349991,,
,0,0.01827335,0.05010033,,
,0,0.01801205,0.05010033,,
,0,0.01797771,0.03340054,,
,0,0.01888466,0.05010033,,
,0,0.01806355,0.06680012,,
,0,0.01908398,0.06680012,,
,0,0.03035641,0.06680012,,
,0,0.02206326,0.06680012,,
,0,0.01834965,0.06680012,,
,0,0.01868629,0.05010033,,
,0,0.01909256,0.01669979,,
,0,0.01883221,0.06680012,,
,0,0.0186758,0.06680012,,
,0,0.01931,0.06680012,,
,0,0.0228653,0.06680012,,
,0,0.02309132,0.06680012,,
,0,0.01857853,0.01669979,,
,0,0.01894188,0.08350086,,
,0,0.01881409,0.08349991,,
,0,0.01911736,0.06680012,,
,0,0.01950455,0.1002007,,
,0,0.02010632,0.1001997,,
,0,0.02388,0.1001997,,
,0,0.02179623,0.1001997,,
,0,0.01971054,0.1001997,,
,0,0.01984024,0.1001997,,
,0,0.02001381,0.06680012,,
,0,0.01982307,0.1168995,,
,0,0.02005291,0.1168995,,
,0,0.0201025,0.08349991,,
,0,0.02283859,0.1168995,,
,0,0.02269077,0.05009937,,
,0,0.02024651,0.1001997,,
,0,0.01997375,0.1001997,,
,0,0.020257,0.06679916,,
,0,0.01992702,0.08349991,,
,0,0.01967049,0.1336002,,
,0,0.02025414,0.1002007,,
,0,0.02943325,0.05010033,,
,0,0.02396297,0.08349991,,
,0,0.02054882,0.1503,,
,0,0.02504826,0.1336002,,
,0,0.02043819,0.1503,,
,0,0.02114773,0.1169004,,
,0,0.02134418,0.1503,,
,0,0.02502251,0.06680012,,
,0,0.03777027,0.03339958,,
,0,0.01657963,0.1503,,
,0,0.01655579,0.1503,,
,0,0.01692486,0.03339958,,
,0,0.01620865,0.1335993,,
,0,0.01683617,0.08349991,,
,0,0.01629734,0.1503,,
,0,0.01673126,0.1336002,,
,0,0.01698303,0.06680012,,
,0,0.01603889,0.05010033,,
,0,0.01700401,0.08349991,,
,0,0.01607704,0.1169004,,
,0,0.01690197,0.08349991,,
,0,0.01622963,0.1168995,,
,0,0.01656628,0.1168995,,
,0,0.01656818,0.08349991,,
,0,0.01697826,0.1336002,,
,0,0.01615429,0.06680012,,
,0,0.01656723,0.08349991,,
,0,0.01724148,0.1168995,,
,0,0.01589203,0.1168995,,
,0,0.01656723,0.1168995,,
,0,0.01656628,0.1169004,,
,0,0.01659012,0.1002007,,
,0,0.01654339,0.1169004,,
,0,0.01656723,0.1169004,,
,0,0.01688194,0.1670008,,
,0,0.01624966,0.1837006,,
,0,0.01656628,0.1837006,,
,0,0.01656723,0.1503,,
,0,0.01668549,0.2004004,,
,0,0.0170126,0.2337999,,
,0,0.0160017,0.2004004,,
,0,0.01707077,0.05010033,,
,0,0.01606369,0.03339958,,
,0,0.01705456,0.2671995,,
,0,0.016078,0.06679916,,
,0,0.01696968,0.06679916,,
,0,0.01702309,0.03339958,,
,0,0.01602459,0.08349991,,
,0,0.0162487,0.06679916,,
,0,0.01656628,0.05010033,,
,0,0.01656723,0.05010033,,
,0,0.01682663,0.01670074,,
,0,0.01630688,0.01670074,,
,0,0.0167923,0.1169004,,
,0,0.01634121,0.08349991,,
,0,0.0167942,0.06680012,,
,0,0.0163393,0.08349991,,
,0,0.01656628,0.1002007,,
,0,0.01656723,0.01670074,,
,0,0.01663494,0.01670074,,
,0,0.01649857,0.05010033,,
,0,0.01658916,0.03339958,,
,0,0.01700687,0.03339958,,
,0,0.0161047,0.1001997,,
,0,0.01656342,0.1001997,,
,0,0.01656818,0.08349991,,
,0,0.01685047,0.1168995,,
,0,0.01628304,0.05010033,,
,0,0.01679611,0.1168995,,
,0,0.01701069,0.1001997,,
,0,0.01607323,0.06680012,,
,0,0.01638699,0.06680012,,
,0,0.01670074,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.01670074,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.03340054,,
,0,,0.08350086,,
,0,,0.08350086,,
,0,,0.05010033,,
,0,,0.08349991,,
,0,,0.05010033,,
,0,,0.08349991,,
,0,,0.05010033,,
,0,,0.08349991,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.06680012,,
,0,,0.05009937,,
,0,,0.08349991,,
,0,,0.05009937,,
,0,,0.1169004,,
,0,,0.05010033,,
,0,,0.1001997,,
,0,,0.1001997,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.1169004,,
,0,,0.1169004,,
,0,,0.1001997,,
,0,,0.1001997,,
,0,,0.08349991,,
,0,,0.1168995,,
,0,,0.1168995,,
,0,,0.08349991,,
,0,,0.1168995,,
,0,,0.1168995,,
,0,,0.1336002,,
,0,,0.1336002,,
,0,,0.1168995,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.05009937,,
,0,,0.03339958,,
,0,,0.06680012,,
,0,,0.05010033,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.03340054,,
,0,,0.1001997,,
,0,,0.1001997,,
,0,,0.06680012,,
,0,,0.1002007,,
,0,,0.1002007,,
,0,,0.05010033,,
,0,,0.1169004,,
,0,,0.01670074,,
,0,,0.05010033,,
,0,,0.08350086,,
,0,,0.05010033,,
,0,,0.08350086,,
,0,,0.05010033,,
,0,,0.03340054,,
,0,,0.1169004,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.03339958,,
,0,,0.06680012,,
,0,,0.05010033,,
,0,,0.08349991,,
,0.01669979,,0.03339958,,
,0.01669979,,0.1169004,,
,0.01669979,,0.01669979,,
,0.01669979,,0.1669998,,
,0,,0.05009937,,
,0,,0.01669979,,
,0,,0.1669998,,
,0,,0.1336002,,
,0,,0.1669998,,
,0,,0.01669979,,
,0,,0.05009937,,
,0,,0.05009937,,
,0,,0.05009937,,
,0,,0.06680012,,
,0,,0.08349991,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.06679916,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.06679916,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.01669979,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.01670074,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.08349991,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.05010033,,
,0,,0.08349991,,
,0,,0.01669979,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.1002007,,
,0,,0.1002007,,
,0,,0.01669979,,
,0,,0.08349991,,
,0,,0.1002007,,
,0,,0.1002007,,
,0,,0.01669979,,
,0.01669979,,0.08349991,,
,0,,0.1002007,,
,0,,0.1002007,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.05010033,,
,0,,0.05010033,,
,0,,0.05010033,,
,0,,0.05010033,,
,0,,0.05010033,,
,0,,0.05010033,,
,0,,0.08349991,,
,0,,0.06680012,,
,0,,0.01669979,,
,0,,0.06680012,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.01669979,,
,0,,0.08349991,,
,0,,0.08349991,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.08349991,,
,0,,0.01669979,,
,0,,0.06680012,,
,0,,0.01669979,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.03339958,,
,0,,0.01669979,,
,0,,0.06680012,,
,0,,0.01669979,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.06680012,,
,0,,0.01669979,,
,0,,0.03339958,,
,0,,0.03339958,,
,0,,0.01669979,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.03340054,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.08349991,,0.01669979,,
,0.1001997,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.03339958,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01669979,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.01670074,,
,0,,0.03340054,,
,0,,0.02337551,,
,0,,0.04007626,,
,0,,0.04007626,,
,0,,0.02337551,,
,0,,0.04007626,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,0.04007626,,
,0,,0.04007626,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,0.04007626,,
,0,,0.04007626,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,0.04007626,,
,0,,0.04007626,,
,0,,0.02337551,,
,0,,0.02337551,,
,0,,,,

